,Datetime (UTC),Country,Zone name,Zone id,carbon_intensity,Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method,datetime,hour,day_of_week,month,is_weekend
0,2023-01-01 00:00:00,USA,USA,US,345.84,408.44,43.31,21.23,,False,,2023-01-01 00:00:00,0,6,1,True
1,2023-01-01 01:00:00,USA,USA,US,331.6,392.15,45.68,23.23,,False,,2023-01-01 01:00:00,1,6,1,True
2,2023-01-01 02:00:00,USA,USA,US,328.01,387.57,46.53,23.49,,False,,2023-01-01 02:00:00,2,6,1,True
3,2023-01-01 03:00:00,USA,USA,US,324.6,383.16,47.44,23.68,,False,,2023-01-01 03:00:00,3,6,1,True
4,2023-01-01 04:00:00,USA,USA,US,321.59,379.04,48.36,23.91,,False,,2023-01-01 04:00:00,4,6,1,True
5,2023-01-01 05:00:00,USA,USA,US,318.66,375.59,48.94,23.84,,False,,2023-01-01 05:00:00,5,6,1,True
6,2023-01-01 06:00:00,USA,USA,US,314.93,371.43,49.43,23.67,,False,,2023-01-01 06:00:00,6,6,1,True
7,2023-01-01 07:00:00,USA,USA,US,315.64,372.03,49.47,23.11,,False,,2023-01-01 07:00:00,7,6,1,True
8,2023-01-01 08:00:00,USA,USA,US,315.76,371.63,49.76,22.95,,False,,2023-01-01 08:00:00,8,6,1,True
9,2023-01-01 09:00:00,USA,USA,US,313.13,368.58,50.23,23.19,,False,,2023-01-01 09:00:00,9,6,1,True
10,2023-01-01 10:00:00,USA,USA,US,312.94,368.14,50.44,23.25,,False,,2023-01-01 10:00:00,10,6,1,True
11,2023-01-01 11:00:00,USA,USA,US,317.01,372.62,49.88,22.75,,False,,2023-01-01 11:00:00,11,6,1,True
12,2023-01-01 12:00:00,USA,USA,US,322.7,379.82,48.51,22.01,,False,,2023-01-01 12:00:00,12,6,1,True
13,2023-01-01 13:00:00,USA,USA,US,327.0,385.21,47.55,21.57,,False,,2023-01-01 13:00:00,13,6,1,True
14,2023-01-01 14:00:00,USA,USA,US,326.61,385.02,47.55,22.15,,False,,2023-01-01 14:00:00,14,6,1,True
15,2023-01-01 15:00:00,USA,USA,US,326.53,385.24,47.54,22.49,,False,,2023-01-01 15:00:00,15,6,1,True
16,2023-01-01 16:00:00,USA,USA,US,329.45,388.82,47.03,22.21,,False,,2023-01-01 16:00:00,16,6,1,True
17,2023-01-01 17:00:00,USA,USA,US,330.64,390.3,46.8,22.18,,False,,2023-01-01 17:00:00,17,6,1,True
18,2023-01-01 18:00:00,USA,USA,US,331.18,390.99,46.68,22.17,,False,,2023-01-01 18:00:00,18,6,1,True
19,2023-01-01 19:00:00,USA,USA,US,335.98,396.58,45.79,21.35,,False,,2023-01-01 19:00:00,19,6,1,True
20,2023-01-01 20:00:00,USA,USA,US,342.01,403.62,44.58,20.17,,False,,2023-01-01 20:00:00,20,6,1,True
21,2023-01-01 21:00:00,USA,USA,US,344.91,407.74,43.47,19.28,,False,,2023-01-01 21:00:00,21,6,1,True
22,2023-01-01 22:00:00,USA,USA,US,351.4,415.47,42.1,18.53,,False,,2023-01-01 22:00:00,22,6,1,True
23,2023-01-01 23:00:00,USA,USA,US,352.94,418.01,41.4,18.52,,False,,2023-01-01 23:00:00,23,6,1,True
24,2023-01-02 00:00:00,USA,USA,US,345.4,409.35,42.6,19.98,,False,,2023-01-02 00:00:00,0,0,1,False
25,2023-01-02 01:00:00,USA,USA,US,339.17,402.38,43.51,20.87,,False,,2023-01-02 01:00:00,1,0,1,False
26,2023-01-02 02:00:00,USA,USA,US,336.02,398.59,44.17,21.11,,False,,2023-01-02 02:00:00,2,0,1,False
27,2023-01-02 03:00:00,USA,USA,US,335.11,396.85,44.75,20.97,,False,,2023-01-02 03:00:00,3,0,1,False
28,2023-01-02 04:00:00,USA,USA,US,331.52,391.77,45.98,21.34,,False,,2023-01-02 04:00:00,4,0,1,False
29,2023-01-02 05:00:00,USA,USA,US,327.7,386.85,47.02,21.44,,False,,2023-01-02 05:00:00,5,0,1,False
30,2023-01-02 06:00:00,USA,USA,US,325.92,384.45,47.52,21.11,,False,,2023-01-02 06:00:00,6,0,1,False
31,2023-01-02 07:00:00,USA,USA,US,322.39,380.37,48.16,21.15,,False,,2023-01-02 07:00:00,7,0,1,False
32,2023-01-02 08:00:00,USA,USA,US,322.73,381.02,47.87,20.63,,False,,2023-01-02 08:00:00,8,0,1,False
33,2023-01-02 09:00:00,USA,USA,US,325.99,384.87,47.25,20.07,,False,,2023-01-02 09:00:00,9,0,1,False
34,2023-01-02 10:00:00,USA,USA,US,332.14,392.19,46.06,19.24,,False,,2023-01-02 10:00:00,10,0,1,False
35,2023-01-02 11:00:00,USA,USA,US,338.09,399.49,44.78,18.82,,False,,2023-01-02 11:00:00,11,0,1,False
36,2023-01-02 12:00:00,USA,USA,US,336.31,397.96,44.82,19.84,,False,,2023-01-02 12:00:00,12,0,1,False
37,2023-01-02 13:00:00,USA,USA,US,331.61,393.35,45.21,21.06,,False,,2023-01-02 13:00:00,13,0,1,False
38,2023-01-02 14:00:00,USA,USA,US,328.89,390.61,45.5,21.96,,False,,2023-01-02 14:00:00,14,0,1,False
39,2023-01-02 15:00:00,USA,USA,US,329.86,392.06,45.19,22.26,,False,,2023-01-02 15:00:00,15,0,1,False
40,2023-01-02 16:00:00,USA,USA,US,328.31,389.93,45.8,23.16,,False,,2023-01-02 16:00:00,16,0,1,False
41,2023-01-02 17:00:00,USA,USA,US,329.61,390.72,46.11,23.8,,False,,2023-01-02 17:00:00,17,0,1,False
42,2023-01-02 18:00:00,USA,USA,US,329.96,390.71,46.34,23.97,,False,,2023-01-02 18:00:00,18,0,1,False
43,2023-01-02 19:00:00,USA,USA,US,330.8,391.91,45.99,23.66,,False,,2023-01-02 19:00:00,19,0,1,False
44,2023-01-02 20:00:00,USA,USA,US,329.3,390.47,45.99,23.73,,False,,2023-01-02 20:00:00,20,0,1,False
45,2023-01-02 21:00:00,USA,USA,US,331.37,393.04,45.41,23.45,,False,,2023-01-02 21:00:00,21,0,1,False
46,2023-01-02 22:00:00,USA,USA,US,332.91,395.29,44.8,23.48,,False,,2023-01-02 22:00:00,22,0,1,False
47,2023-01-02 23:00:00,USA,USA,US,337.18,399.9,44.04,23.11,,False,,2023-01-02 23:00:00,23,0,1,False
48,2023-01-03 00:00:00,USA,USA,US,340.38,403.73,43.35,22.5,,False,,2023-01-03 00:00:00,0,1,1,False
49,2023-01-03 01:00:00,USA,USA,US,339.99,403.26,43.43,22.37,,False,,2023-01-03 01:00:00,1,1,1,False
50,2023-01-03 02:00:00,USA,USA,US,334.62,396.73,44.55,22.9,,False,,2023-01-03 02:00:00,2,1,1,False
51,2023-01-03 03:00:00,USA,USA,US,328.42,389.37,45.67,23.23,,False,,2023-01-03 03:00:00,3,1,1,False
52,2023-01-03 04:00:00,USA,USA,US,322.69,382.05,47.09,23.63,,False,,2023-01-03 04:00:00,4,1,1,False
53,2023-01-03 05:00:00,USA,USA,US,317.15,374.96,48.54,23.97,,False,,2023-01-03 05:00:00,5,1,1,False
54,2023-01-03 06:00:00,USA,USA,US,311.47,368.2,49.65,24.16,,False,,2023-01-03 06:00:00,6,1,1,False
55,2023-01-03 07:00:00,USA,USA,US,307.06,363.62,50.13,24.15,,False,,2023-01-03 07:00:00,7,1,1,False
56,2023-01-03 08:00:00,USA,USA,US,307.04,363.62,50.09,23.86,,False,,2023-01-03 08:00:00,8,1,1,False
57,2023-01-03 09:00:00,USA,USA,US,307.38,364.03,49.99,23.71,,False,,2023-01-03 09:00:00,9,1,1,False
58,2023-01-03 10:00:00,USA,USA,US,311.05,368.99,48.85,23.12,,False,,2023-01-03 10:00:00,10,1,1,False
59,2023-01-03 11:00:00,USA,USA,US,318.69,378.94,46.82,22.34,,False,,2023-01-03 11:00:00,11,1,1,False
60,2023-01-03 12:00:00,USA,USA,US,326.66,388.53,45.29,22.26,,False,,2023-01-03 12:00:00,12,1,1,False
61,2023-01-03 13:00:00,USA,USA,US,331.58,393.93,44.68,22.5,,False,,2023-01-03 13:00:00,13,1,1,False
62,2023-01-03 14:00:00,USA,USA,US,331.1,393.08,45.0,23.39,,False,,2023-01-03 14:00:00,14,1,1,False
63,2023-01-03 15:00:00,USA,USA,US,331.31,393.34,45.02,23.73,,False,,2023-01-03 15:00:00,15,1,1,False
64,2023-01-03 16:00:00,USA,USA,US,324.19,385.68,46.05,24.95,,False,,2023-01-03 16:00:00,16,1,1,False
65,2023-01-03 17:00:00,USA,USA,US,319.44,380.44,46.75,25.76,,False,,2023-01-03 17:00:00,17,1,1,False
66,2023-01-03 18:00:00,USA,USA,US,320.63,381.7,46.62,25.57,,False,,2023-01-03 18:00:00,18,1,1,False
67,2023-01-03 19:00:00,USA,USA,US,323.62,384.89,46.24,25.1,,False,,2023-01-03 19:00:00,19,1,1,False
68,2023-01-03 20:00:00,USA,USA,US,326.08,388.01,45.59,24.35,,False,,2023-01-03 20:00:00,20,1,1,False
69,2023-01-03 21:00:00,USA,USA,US,328.62,391.48,44.8,23.66,,False,,2023-01-03 21:00:00,21,1,1,False
70,2023-01-03 22:00:00,USA,USA,US,330.7,394.1,44.3,23.48,,False,,2023-01-03 22:00:00,22,1,1,False
71,2023-01-03 23:00:00,USA,USA,US,342.81,407.76,42.19,21.61,,False,,2023-01-03 23:00:00,23,1,1,False
72,2023-01-04 00:00:00,USA,USA,US,345.31,410.54,41.64,21.07,,False,,2023-01-04 00:00:00,0,2,1,False
73,2023-01-04 01:00:00,USA,USA,US,340.54,405.1,42.34,21.54,,False,,2023-01-04 01:00:00,1,2,1,False
74,2023-01-04 02:00:00,USA,USA,US,334.31,397.81,43.46,22.05,,False,,2023-01-04 02:00:00,2,2,1,False
75,2023-01-04 03:00:00,USA,USA,US,329.66,392.14,44.45,22.13,,False,,2023-01-04 03:00:00,3,2,1,False
76,2023-01-04 04:00:00,USA,USA,US,325.4,386.62,45.59,22.2,,False,,2023-01-04 04:00:00,4,2,1,False
77,2023-01-04 05:00:00,USA,USA,US,322.14,382.2,46.58,22.18,,False,,2023-01-04 05:00:00,5,2,1,False
78,2023-01-04 06:00:00,USA,USA,US,322.43,382.06,46.82,21.68,,False,,2023-01-04 06:00:00,6,2,1,False
79,2023-01-04 07:00:00,USA,USA,US,320.36,379.44,47.32,21.56,,False,,2023-01-04 07:00:00,7,2,1,False
80,2023-01-04 08:00:00,USA,USA,US,320.73,379.86,47.28,21.22,,False,,2023-01-04 08:00:00,8,2,1,False
81,2023-01-04 09:00:00,USA,USA,US,323.68,383.35,46.65,20.7,,False,,2023-01-04 09:00:00,9,2,1,False
82,2023-01-04 10:00:00,USA,USA,US,330.96,392.14,45.12,19.82,,False,,2023-01-04 10:00:00,10,2,1,False
83,2023-01-04 11:00:00,USA,USA,US,337.75,400.62,43.55,19.38,,False,,2023-01-04 11:00:00,11,2,1,False
84,2023-01-04 12:00:00,USA,USA,US,345.13,409.76,41.96,19.25,,False,,2023-01-04 12:00:00,12,2,1,False
85,2023-01-04 13:00:00,USA,USA,US,348.99,413.91,41.53,19.54,,False,,2023-01-04 13:00:00,13,2,1,False
86,2023-01-04 14:00:00,USA,USA,US,342.5,406.59,42.67,21.1,,False,,2023-01-04 14:00:00,14,2,1,False
87,2023-01-04 15:00:00,USA,USA,US,335.91,399.24,43.82,22.43,,False,,2023-01-04 15:00:00,15,2,1,False
88,2023-01-04 16:00:00,USA,USA,US,329.09,391.52,44.98,23.65,,False,,2023-01-04 16:00:00,16,2,1,False
89,2023-01-04 17:00:00,USA,USA,US,319.64,381.02,46.38,25.06,,False,,2023-01-04 17:00:00,17,2,1,False
90,2023-01-04 18:00:00,USA,USA,US,314.97,375.65,47.17,25.83,,False,,2023-01-04 18:00:00,18,2,1,False
91,2023-01-04 19:00:00,USA,USA,US,311.63,372.04,47.57,26.22,,False,,2023-01-04 19:00:00,19,2,1,False
92,2023-01-04 20:00:00,USA,USA,US,309.08,369.41,47.8,26.28,,False,,2023-01-04 20:00:00,20,2,1,False
93,2023-01-04 21:00:00,USA,USA,US,310.57,371.54,47.25,25.83,,False,,2023-01-04 21:00:00,21,2,1,False
94,2023-01-04 22:00:00,USA,USA,US,314.45,376.29,46.36,25.28,,False,,2023-01-04 22:00:00,22,2,1,False
95,2023-01-04 23:00:00,USA,USA,US,337.67,402.69,42.32,21.54,,False,,2023-01-04 23:00:00,23,2,1,False
96,2023-01-05 00:00:00,USA,USA,US,341.09,406.9,41.58,21.13,,False,,2023-01-05 00:00:00,0,3,1,False
97,2023-01-05 01:00:00,USA,USA,US,337.37,402.57,42.22,21.6,,False,,2023-01-05 01:00:00,1,3,1,False
98,2023-01-05 02:00:00,USA,USA,US,333.53,398.04,42.91,21.84,,False,,2023-01-05 02:00:00,2,3,1,False
99,2023-01-05 03:00:00,USA,USA,US,329.05,392.61,43.78,21.85,,False,,2023-01-05 03:00:00,3,3,1,False
100,2023-01-05 04:00:00,USA,USA,US,326.5,389.21,44.47,21.51,,False,,2023-01-05 04:00:00,4,3,1,False
101,2023-01-05 05:00:00,USA,USA,US,323.32,385.08,45.3,21.31,,False,,2023-01-05 05:00:00,5,3,1,False
102,2023-01-05 06:00:00,USA,USA,US,320.56,381.8,45.82,21.05,,False,,2023-01-05 06:00:00,6,3,1,False
103,2023-01-05 07:00:00,USA,USA,US,321.99,383.54,45.49,20.42,,False,,2023-01-05 07:00:00,7,3,1,False
104,2023-01-05 08:00:00,USA,USA,US,323.74,385.64,45.08,19.85,,False,,2023-01-05 08:00:00,8,3,1,False
105,2023-01-05 09:00:00,USA,USA,US,328.01,390.87,44.17,19.25,,False,,2023-01-05 09:00:00,9,3,1,False
106,2023-01-05 10:00:00,USA,USA,US,335.92,400.33,42.62,18.45,,False,,2023-01-05 10:00:00,10,3,1,False
107,2023-01-05 11:00:00,USA,USA,US,342.84,409.0,41.13,18.47,,False,,2023-01-05 11:00:00,11,3,1,False
108,2023-01-05 12:00:00,USA,USA,US,347.82,415.69,39.74,18.58,,False,,2023-01-05 12:00:00,12,3,1,False
109,2023-01-05 13:00:00,USA,USA,US,349.79,418.22,39.29,18.89,,False,,2023-01-05 13:00:00,13,3,1,False
110,2023-01-05 14:00:00,USA,USA,US,344.11,411.7,40.41,20.21,,False,,2023-01-05 14:00:00,14,3,1,False
111,2023-01-05 15:00:00,USA,USA,US,340.59,407.48,41.27,21.08,,False,,2023-01-05 15:00:00,15,3,1,False
112,2023-01-05 16:00:00,USA,USA,US,344.55,411.48,40.96,20.59,,False,,2023-01-05 16:00:00,16,3,1,False
113,2023-01-05 17:00:00,USA,USA,US,344.66,411.3,41.11,20.68,,False,,2023-01-05 17:00:00,17,3,1,False
114,2023-01-05 18:00:00,USA,USA,US,343.67,410.11,41.31,21.02,,False,,2023-01-05 18:00:00,18,3,1,False
115,2023-01-05 19:00:00,USA,USA,US,343.6,409.67,41.63,21.29,,False,,2023-01-05 19:00:00,19,3,1,False
116,2023-01-05 20:00:00,USA,USA,US,345.92,412.34,41.2,20.82,,False,,2023-01-05 20:00:00,20,3,1,False
117,2023-01-05 21:00:00,USA,USA,US,349.22,416.4,40.41,20.03,,False,,2023-01-05 21:00:00,21,3,1,False
118,2023-01-05 22:00:00,USA,USA,US,355.44,424.02,38.99,19.08,,False,,2023-01-05 22:00:00,22,3,1,False
119,2023-01-05 23:00:00,USA,USA,US,359.58,429.15,37.96,18.3,,False,,2023-01-05 23:00:00,23,3,1,False
120,2023-01-06 00:00:00,USA,USA,US,356.65,425.35,38.7,19.03,,False,,2023-01-06 00:00:00,0,4,1,False
121,2023-01-06 01:00:00,USA,USA,US,351.4,418.81,39.87,20.16,,False,,2023-01-06 01:00:00,1,4,1,False
122,2023-01-06 02:00:00,USA,USA,US,348.03,414.02,41.03,20.96,,False,,2023-01-06 02:00:00,2,4,1,False
123,2023-01-06 03:00:00,USA,USA,US,341.62,405.69,42.74,21.98,,False,,2023-01-06 03:00:00,3,4,1,False
124,2023-01-06 04:00:00,USA,USA,US,337.71,400.32,43.97,22.33,,False,,2023-01-06 04:00:00,4,4,1,False
125,2023-01-06 05:00:00,USA,USA,US,332.04,393.31,45.18,22.72,,False,,2023-01-06 05:00:00,5,4,1,False
126,2023-01-06 06:00:00,USA,USA,US,328.17,388.99,45.7,22.7,,False,,2023-01-06 06:00:00,6,4,1,False
127,2023-01-06 07:00:00,USA,USA,US,330.09,391.14,45.42,22.05,,False,,2023-01-06 07:00:00,7,4,1,False
128,2023-01-06 08:00:00,USA,USA,US,332.35,393.98,44.93,21.4,,False,,2023-01-06 08:00:00,8,4,1,False
129,2023-01-06 09:00:00,USA,USA,US,334.26,396.42,44.49,21.07,,False,,2023-01-06 09:00:00,9,4,1,False
130,2023-01-06 10:00:00,USA,USA,US,335.89,399.01,43.88,21.16,,False,,2023-01-06 10:00:00,10,4,1,False
131,2023-01-06 11:00:00,USA,USA,US,340.43,405.53,42.35,20.91,,False,,2023-01-06 11:00:00,11,4,1,False
132,2023-01-06 12:00:00,USA,USA,US,345.65,412.14,41.22,21.15,,False,,2023-01-06 12:00:00,12,4,1,False
133,2023-01-06 13:00:00,USA,USA,US,345.54,411.96,41.37,21.94,,False,,2023-01-06 13:00:00,13,4,1,False
134,2023-01-06 14:00:00,USA,USA,US,340.87,406.21,42.61,23.23,,False,,2023-01-06 14:00:00,14,4,1,False
135,2023-01-06 15:00:00,USA,USA,US,337.5,402.39,43.29,23.8,,False,,2023-01-06 15:00:00,15,4,1,False
136,2023-01-06 16:00:00,USA,USA,US,332.46,396.95,43.98,24.32,,False,,2023-01-06 16:00:00,16,4,1,False
137,2023-01-06 17:00:00,USA,USA,US,329.99,393.74,44.66,24.8,,False,,2023-01-06 17:00:00,17,4,1,False
138,2023-01-06 18:00:00,USA,USA,US,327.97,391.29,45.02,24.8,,False,,2023-01-06 18:00:00,18,4,1,False
139,2023-01-06 19:00:00,USA,USA,US,329.2,392.55,44.81,24.36,,False,,2023-01-06 19:00:00,19,4,1,False
140,2023-01-06 20:00:00,USA,USA,US,329.21,392.72,44.67,23.94,,False,,2023-01-06 20:00:00,20,4,1,False
141,2023-01-06 21:00:00,USA,USA,US,333.16,397.75,43.66,22.92,,False,,2023-01-06 21:00:00,21,4,1,False
142,2023-01-06 22:00:00,USA,USA,US,338.92,404.81,42.34,22.03,,False,,2023-01-06 22:00:00,22,4,1,False
143,2023-01-06 23:00:00,USA,USA,US,349.85,417.38,40.31,20.3,,False,,2023-01-06 23:00:00,23,4,1,False
144,2023-01-07 00:00:00,USA,USA,US,353.88,421.51,39.8,20.03,,False,,2023-01-07 00:00:00,0,5,1,True
145,2023-01-07 01:00:00,USA,USA,US,351.41,418.5,40.32,20.43,,False,,2023-01-07 01:00:00,1,5,1,True
146,2023-01-07 02:00:00,USA,USA,US,348.9,415.32,40.95,20.72,,False,,2023-01-07 02:00:00,2,5,1,True
147,2023-01-07 03:00:00,USA,USA,US,348.23,413.88,41.46,20.7,,False,,2023-01-07 03:00:00,3,5,1,True
148,2023-01-07 04:00:00,USA,USA,US,348.31,413.55,41.71,20.4,,False,,2023-01-07 04:00:00,4,5,1,True
149,2023-01-07 05:00:00,USA,USA,US,346.02,410.81,42.22,20.26,,False,,2023-01-07 05:00:00,5,5,1,True
150,2023-01-07 06:00:00,USA,USA,US,345.96,410.97,42.05,19.52,,False,,2023-01-07 06:00:00,6,5,1,True
151,2023-01-07 07:00:00,USA,USA,US,345.16,409.93,42.24,19.29,,False,,2023-01-07 07:00:00,7,5,1,True
152,2023-01-07 08:00:00,USA,USA,US,342.6,407.13,42.59,19.39,,False,,2023-01-07 08:00:00,8,5,1,True
153,2023-01-07 09:00:00,USA,USA,US,343.03,407.9,42.3,19.09,,False,,2023-01-07 09:00:00,9,5,1,True
154,2023-01-07 10:00:00,USA,USA,US,346.42,411.73,41.72,18.81,,False,,2023-01-07 10:00:00,10,5,1,True
155,2023-01-07 11:00:00,USA,USA,US,347.69,413.44,41.42,18.95,,False,,2023-01-07 11:00:00,11,5,1,True
156,2023-01-07 12:00:00,USA,USA,US,347.81,413.99,41.18,19.44,,False,,2023-01-07 12:00:00,12,5,1,True
157,2023-01-07 13:00:00,USA,USA,US,349.16,415.47,41.09,20.01,,False,,2023-01-07 13:00:00,13,5,1,True
158,2023-01-07 14:00:00,USA,USA,US,347.04,412.94,41.65,20.88,,False,,2023-01-07 14:00:00,14,5,1,True
159,2023-01-07 15:00:00,USA,USA,US,344.28,409.56,42.32,21.53,,False,,2023-01-07 15:00:00,15,5,1,True
160,2023-01-07 16:00:00,USA,USA,US,343.05,407.94,42.71,21.81,,False,,2023-01-07 16:00:00,16,5,1,True
161,2023-01-07 17:00:00,USA,USA,US,343.65,408.6,42.64,21.56,,False,,2023-01-07 17:00:00,17,5,1,True
162,2023-01-07 18:00:00,USA,USA,US,345.17,410.43,42.33,20.98,,False,,2023-01-07 18:00:00,18,5,1,True
163,2023-01-07 19:00:00,USA,USA,US,346.33,412.0,41.91,20.39,,False,,2023-01-07 19:00:00,19,5,1,True
164,2023-01-07 20:00:00,USA,USA,US,348.3,414.49,41.37,19.71,,False,,2023-01-07 20:00:00,20,5,1,True
165,2023-01-07 21:00:00,USA,USA,US,354.73,422.24,39.94,18.33,,False,,2023-01-07 21:00:00,21,5,1,True
166,2023-01-07 22:00:00,USA,USA,US,364.41,433.74,38.05,16.99,,False,,2023-01-07 22:00:00,22,5,1,True
167,2023-01-07 23:00:00,USA,USA,US,,,,,,,,2023-01-07 23:00:00,23,5,1,True
168,2023-01-08 00:00:00,USA,USA,US,,,,,,,,2023-01-08 00:00:00,0,6,1,True
169,2023-01-08 01:00:00,USA,USA,US,,,,,,,,2023-01-08 01:00:00,1,6,1,True
170,2023-01-08 02:00:00,USA,USA,US,,,,,,,,2023-01-08 02:00:00,2,6,1,True
171,2023-01-08 03:00:00,USA,USA,US,,,,,,,,2023-01-08 03:00:00,3,6,1,True
172,2023-01-08 04:00:00,USA,USA,US,,,,,,,,2023-01-08 04:00:00,4,6,1,True
173,2023-01-08 05:00:00,USA,USA,US,,,,,,,,2023-01-08 05:00:00,5,6,1,True
174,2023-01-08 06:00:00,USA,USA,US,,,,,,,,2023-01-08 06:00:00,6,6,1,True
175,2023-01-08 07:00:00,USA,USA,US,,,,,,,,2023-01-08 07:00:00,7,6,1,True
176,2023-01-08 08:00:00,USA,USA,US,,,,,,,,2023-01-08 08:00:00,8,6,1,True
177,2023-01-08 09:00:00,USA,USA,US,,,,,,,,2023-01-08 09:00:00,9,6,1,True
178,2023-01-08 10:00:00,USA,USA,US,,,,,,,,2023-01-08 10:00:00,10,6,1,True
179,2023-01-08 11:00:00,USA,USA,US,,,,,,,,2023-01-08 11:00:00,11,6,1,True
180,2023-01-08 12:00:00,USA,USA,US,,,,,,,,2023-01-08 12:00:00,12,6,1,True
181,2023-01-08 13:00:00,USA,USA,US,,,,,,,,2023-01-08 13:00:00,13,6,1,True
182,2023-01-08 14:00:00,USA,USA,US,,,,,,,,2023-01-08 14:00:00,14,6,1,True
183,2023-01-08 15:00:00,USA,USA,US,,,,,,,,2023-01-08 15:00:00,15,6,1,True
184,2023-01-08 16:00:00,USA,USA,US,,,,,,,,2023-01-08 16:00:00,16,6,1,True
185,2023-01-08 17:00:00,USA,USA,US,,,,,,,,2023-01-08 17:00:00,17,6,1,True
186,2023-01-08 18:00:00,USA,USA,US,,,,,,,,2023-01-08 18:00:00,18,6,1,True
187,2023-01-08 19:00:00,USA,USA,US,,,,,,,,2023-01-08 19:00:00,19,6,1,True
188,2023-01-08 20:00:00,USA,USA,US,,,,,,,,2023-01-08 20:00:00,20,6,1,True
189,2023-01-08 21:00:00,USA,USA,US,,,,,,,,2023-01-08 21:00:00,21,6,1,True
190,2023-01-08 22:00:00,USA,USA,US,,,,,,,,2023-01-08 22:00:00,22,6,1,True
191,2023-01-08 23:00:00,USA,USA,US,,,,,,,,2023-01-08 23:00:00,23,6,1,True
192,2023-01-09 00:00:00,USA,USA,US,,,,,,,,2023-01-09 00:00:00,0,0,1,False
193,2023-01-09 01:00:00,USA,USA,US,,,,,,,,2023-01-09 01:00:00,1,0,1,False
194,2023-01-09 02:00:00,USA,USA,US,,,,,,,,2023-01-09 02:00:00,2,0,1,False
195,2023-01-09 03:00:00,USA,USA,US,,,,,,,,2023-01-09 03:00:00,3,0,1,False
196,2023-01-09 04:00:00,USA,USA,US,,,,,,,,2023-01-09 04:00:00,4,0,1,False
197,2023-01-09 05:00:00,USA,USA,US,,,,,,,,2023-01-09 05:00:00,5,0,1,False
198,2023-01-09 06:00:00,USA,USA,US,,,,,,,,2023-01-09 06:00:00,6,0,1,False
199,2023-01-09 07:00:00,USA,USA,US,,,,,,,,2023-01-09 07:00:00,7,0,1,False
200,2023-01-09 08:00:00,USA,USA,US,,,,,,,,2023-01-09 08:00:00,8,0,1,False
201,2023-01-09 09:00:00,USA,USA,US,,,,,,,,2023-01-09 09:00:00,9,0,1,False
202,2023-01-09 10:00:00,USA,USA,US,,,,,,,,2023-01-09 10:00:00,10,0,1,False
203,2023-01-09 11:00:00,USA,USA,US,,,,,,,,2023-01-09 11:00:00,11,0,1,False
204,2023-01-09 12:00:00,USA,USA,US,,,,,,,,2023-01-09 12:00:00,12,0,1,False
205,2023-01-09 13:00:00,USA,USA,US,,,,,,,,2023-01-09 13:00:00,13,0,1,False
206,2023-01-09 14:00:00,USA,USA,US,,,,,,,,2023-01-09 14:00:00,14,0,1,False
207,2023-01-09 15:00:00,USA,USA,US,,,,,,,,2023-01-09 15:00:00,15,0,1,False
208,2023-01-09 16:00:00,USA,USA,US,,,,,,,,2023-01-09 16:00:00,16,0,1,False
209,2023-01-09 17:00:00,USA,USA,US,,,,,,,,2023-01-09 17:00:00,17,0,1,False
210,2023-01-09 18:00:00,USA,USA,US,,,,,,,,2023-01-09 18:00:00,18,0,1,False
211,2023-01-09 19:00:00,USA,USA,US,,,,,,,,2023-01-09 19:00:00,19,0,1,False
212,2023-01-09 20:00:00,USA,USA,US,,,,,,,,2023-01-09 20:00:00,20,0,1,False
213,2023-01-09 21:00:00,USA,USA,US,,,,,,,,2023-01-09 21:00:00,21,0,1,False
214,2023-01-09 22:00:00,USA,USA,US,,,,,,,,2023-01-09 22:00:00,22,0,1,False
215,2023-01-09 23:00:00,USA,USA,US,,,,,,,,2023-01-09 23:00:00,23,0,1,False
216,2023-01-10 00:00:00,USA,USA,US,359.69,428.34,38.74,19.29,,False,,2023-01-10 00:00:00,0,1,1,False
217,2023-01-10 01:00:00,USA,USA,US,353.28,420.88,39.85,20.35,,False,,2023-01-10 01:00:00,1,1,1,False
218,2023-01-10 02:00:00,USA,USA,US,348.34,415.01,40.77,20.88,,False,,2023-01-10 02:00:00,2,1,1,False
219,2023-01-10 03:00:00,USA,USA,US,340.5,405.53,42.45,21.77,,False,,2023-01-10 03:00:00,3,1,1,False
220,2023-01-10 04:00:00,USA,USA,US,332.96,396.61,43.9,22.43,,False,,2023-01-10 04:00:00,4,1,1,False
221,2023-01-10 05:00:00,USA,USA,US,329.4,392.12,44.8,22.74,,False,,2023-01-10 05:00:00,5,1,1,False
222,2023-01-10 06:00:00,USA,USA,US,332.67,394.86,44.94,22.37,,False,,2023-01-10 06:00:00,6,1,1,False
223,2023-01-10 07:00:00,USA,USA,US,335.46,397.3,45.05,22.14,,False,,2023-01-10 07:00:00,7,1,1,False
224,2023-01-10 08:00:00,USA,USA,US,339.89,401.98,44.5,21.5,,False,,2023-01-10 08:00:00,8,1,1,False
225,2023-01-10 09:00:00,USA,USA,US,339.93,402.27,44.29,21.42,,False,,2023-01-10 09:00:00,9,1,1,False
