,Unnamed: 0,Datetime,Country,Zone name,Zone id,carbon_intensity,Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data estimated,hour,day_of_week,month,is_weekend,carbon_1hr_ago,is_summer,hour_sin,hour_cos,carbon_trend,trend_magnitude,is_stable,carbon_24hr_ago,carbon_avg_3hr
0,0.0,2023-01-01 00:00:00,USA,USA,US,345.84,408.44,43.31,21.23,FALSE,0.0,6.0,1.0,TRUE,345.84,FALSE,0.0,1.0,0.0,0.0,TRUE,345.84,0.0
1,1.0,2023-01-01 01:00:00,USA,USA,US,331.6,392.15,45.68,23.23,FALSE,1.0,6.0,1.0,TRUE,345.84,FALSE,0.25881904510252100,0.9659258262890680,-14.240000000000000,14.240000000000000,FALSE,345.84,0.0
2,2.0,2023-01-01 02:00:00,USA,USA,US,328.01,387.57,46.53,23.49,FALSE,2.0,6.0,1.0,TRUE,331.6,FALSE,0.50000000000000000,0.8660254037844390,-3.590000000000030,3.590000000000030,TRUE,345.84,335.15000000000000
3,3.0,2023-01-01 03:00:00,USA,USA,US,324.6,383.16,47.44,23.68,FALSE,3.0,6.0,1.0,TRUE,328.01,FALSE,0.7071067811865480,0.7071067811865480,-3.409999999999970,3.409999999999970,TRUE,345.84,328.07
4,4.0,2023-01-01 04:00:00,USA,USA,US,321.59,379.04,48.36,23.91,FALSE,4.0,6.0,1.0,TRUE,324.6,FALSE,0.8660254037844390,0.5000000000000000,-3.0100000000000500,3.0100000000000500,TRUE,345.84,324.7333333333330
5,5.0,2023-01-01 05:00:00,USA,USA,US,318.66,375.59,48.94,23.84,FALSE,5.0,6.0,1.0,TRUE,321.59,FALSE,0.9659258262890680,0.25881904510252100,-2.92999999999995,2.92999999999995,TRUE,345.84,321.61666666666700
6,6.0,2023-01-01 06:00:00,USA,USA,US,314.93,371.43,49.43,23.67,FALSE,6.0,6.0,1.0,TRUE,318.66,FALSE,1.0,6.12323399573677E-17,-3.730000000000020,3.730000000000020,TRUE,345.84,318.3933333333330
7,7.0,2023-01-01 07:00:00,USA,USA,US,315.64,372.03,49.47,23.11,FALSE,7.0,6.0,1.0,TRUE,314.93,FALSE,0.9659258262890680,-0.25881904510252100,0.7099999999999800,0.7099999999999800,TRUE,345.84,316.41
8,8.0,2023-01-01 08:00:00,USA,USA,US,315.76,371.63,49.76,22.95,FALSE,8.0,6.0,1.0,TRUE,315.64,FALSE,0.8660254037844390,-0.50000000000000000,0.12000000000000500,0.12000000000000500,TRUE,345.84,315.4433333333330
9,9.0,2023-01-01 09:00:00,USA,USA,US,313.13,368.58,50.23,23.19,FALSE,9.0,6.0,1.0,TRUE,315.76,FALSE,0.7071067811865480,-0.7071067811865480,-2.6300000000000000,2.6300000000000000,TRUE,345.84,314.8433333333330
10,10.0,2023-01-01 10:00:00,USA,USA,US,312.94,368.14,50.44,23.25,FALSE,10.0,6.0,1.0,TRUE,313.13,FALSE,0.50000000000000000,-0.8660254037844390,-0.18999999999999800,0.18999999999999800,TRUE,345.84,313.9433333333330
11,11.0,2023-01-01 11:00:00,USA,USA,US,317.01,372.62,49.88,22.75,FALSE,11.0,6.0,1.0,TRUE,312.94,FALSE,0.258819045102521,-0.9659258262890680,4.069999999999990,4.069999999999990,TRUE,345.84,314.36000000000000
12,12.0,2023-01-01 12:00:00,USA,USA,US,322.7,379.82,48.51,22.01,FALSE,12.0,6.0,1.0,TRUE,317.01,FALSE,1.22464679914735E-16,-1.0,5.690000000000000,5.690000000000000,TRUE,345.84,317.55
13,13.0,2023-01-01 13:00:00,USA,USA,US,327.0,385.21,47.55,21.57,FALSE,13.0,6.0,1.0,TRUE,322.7,FALSE,-0.2588190451025210,-0.9659258262890680,4.300000000000010,4.300000000000010,TRUE,345.84,322.2366666666670
14,14.0,2023-01-01 14:00:00,USA,USA,US,326.61,385.02,47.55,22.15,FALSE,14.0,6.0,1.0,TRUE,327.0,FALSE,-0.5000000000000000,-0.8660254037844390,-0.38999999999998600,0.38999999999998600,TRUE,345.84,325.43666666666700
15,15.0,2023-01-01 15:00:00,USA,USA,US,326.53,385.24,47.54,22.49,FALSE,15.0,6.0,1.0,TRUE,326.61,FALSE,-0.7071067811865470,-0.7071067811865480,-0.08000000000004090,0.08000000000004090,TRUE,345.84,326.7133333333330
16,16.0,2023-01-01 16:00:00,USA,USA,US,329.45,388.82,47.03,22.21,FALSE,16.0,6.0,1.0,TRUE,326.53,FALSE,-0.8660254037844380,-0.5000000000000000,2.920000000000020,2.920000000000020,TRUE,345.84,327.53
17,17.0,2023-01-01 17:00:00,USA,USA,US,330.64,390.3,46.8,22.18,FALSE,17.0,6.0,1.0,TRUE,329.45,FALSE,-0.9659258262890680,-0.25881904510252100,1.1900000000000000,1.1900000000000000,TRUE,345.84,328.8733333333330
18,18.0,2023-01-01 18:00:00,USA,USA,US,331.18,390.99,46.68,22.17,FALSE,18.0,6.0,1.0,TRUE,330.64,FALSE,-1.0,-1.83697019872103E-16,0.5400000000000210,0.5400000000000210,TRUE,345.84,330.42333333333300
19,19.0,2023-01-01 19:00:00,USA,USA,US,335.98,396.58,45.79,21.35,FALSE,19.0,6.0,1.0,TRUE,331.18,FALSE,-0.9659258262890680,0.2588190451025200,4.800000000000010,4.800000000000010,TRUE,345.84,332.60000000000000
20,20.0,2023-01-01 20:00:00,USA,USA,US,342.01,403.62,44.58,20.17,FALSE,20.0,6.0,1.0,TRUE,335.98,FALSE,-0.8660254037844390,0.5000000000000000,6.029999999999970,6.029999999999970,TRUE,345.84,336.39000000000000
21,21.0,2023-01-01 21:00:00,USA,USA,US,344.91,407.74,43.47,19.28,FALSE,21.0,6.0,1.0,TRUE,342.01,FALSE,-0.7071067811865480,0.7071067811865470,2.900000000000030,2.900000000000030,TRUE,345.84,340.9666666666670
22,22.0,2023-01-01 22:00:00,USA,USA,US,351.4,415.47,42.1,18.53,FALSE,22.0,6.0,1.0,TRUE,344.91,FALSE,-0.5000000000000000,0.8660254037844380,6.489999999999950,6.489999999999950,TRUE,345.84,346.1066666666670
23,23.0,2023-01-01 23:00:00,USA,USA,US,352.94,418.01,41.4,18.52,FALSE,23.0,6.0,1.0,TRUE,351.4,FALSE,-0.25881904510252200,0.9659258262890680,1.5400000000000200,1.5400000000000200,TRUE,345.84,349.75
24,24.0,2023-01-02 00:00:00,USA,USA,US,345.4,409.35,42.6,19.98,FALSE,0.0,0.0,1.0,FALSE,352.94,FALSE,0.0,1.0,-7.5400000000000200,7.5400000000000200,TRUE,345.84,349.91333333333300
25,25.0,2023-01-02 01:00:00,USA,USA,US,339.17,402.38,43.51,20.87,FALSE,1.0,0.0,1.0,FALSE,345.4,FALSE,0.25881904510252100,0.9659258262890680,-6.229999999999960,6.229999999999960,TRUE,331.6,345.83666666666700
26,26.0,2023-01-02 02:00:00,USA,USA,US,336.02,398.59,44.17,21.11,FALSE,2.0,0.0,1.0,FALSE,339.17,FALSE,0.50000000000000000,0.8660254037844390,-3.150000000000030,3.150000000000030,TRUE,328.01,340.19666666666700
27,27.0,2023-01-02 03:00:00,USA,USA,US,335.11,396.85,44.75,20.97,FALSE,3.0,0.0,1.0,FALSE,336.02,FALSE,0.7071067811865480,0.7071067811865480,-0.9099999999999680,0.9099999999999680,TRUE,324.6,336.76666666666700
28,28.0,2023-01-02 04:00:00,USA,USA,US,331.52,391.77,45.98,21.34,FALSE,4.0,0.0,1.0,FALSE,335.11,FALSE,0.8660254037844390,0.5000000000000000,-3.590000000000030,3.590000000000030,TRUE,321.59,334.21666666666700
29,29.0,2023-01-02 05:00:00,USA,USA,US,327.7,386.85,47.02,21.44,FALSE,5.0,0.0,1.0,FALSE,331.52,FALSE,0.9659258262890680,0.25881904510252100,-3.819999999999990,3.819999999999990,TRUE,318.66,331.4433333333330
30,30.0,2023-01-02 06:00:00,USA,USA,US,325.92,384.45,47.52,21.11,FALSE,6.0,0.0,1.0,FALSE,327.7,FALSE,1.0,6.12323399573677E-17,-1.7799999999999700,1.7799999999999700,TRUE,314.93,328.38000000000000
31,31.0,2023-01-02 07:00:00,USA,USA,US,322.39,380.37,48.16,21.15,FALSE,7.0,0.0,1.0,FALSE,325.92,FALSE,0.9659258262890680,-0.25881904510252100,-3.5300000000000300,3.5300000000000300,TRUE,315.64,325.33666666666700
32,32.0,2023-01-02 08:00:00,USA,USA,US,322.73,381.02,47.87,20.63,FALSE,8.0,0.0,1.0,FALSE,322.39,FALSE,0.8660254037844390,-0.50000000000000000,0.34000000000003200,0.34000000000003200,TRUE,315.76,323.68
33,33.0,2023-01-02 09:00:00,USA,USA,US,325.99,384.87,47.25,20.07,FALSE,9.0,0.0,1.0,FALSE,322.73,FALSE,0.7071067811865480,-0.7071067811865480,3.259999999999990,3.259999999999990,TRUE,313.13,323.7033333333330
34,34.0,2023-01-02 10:00:00,USA,USA,US,332.14,392.19,46.06,19.24,FALSE,10.0,0.0,1.0,FALSE,325.99,FALSE,0.50000000000000000,-0.8660254037844390,6.149999999999980,6.149999999999980,TRUE,312.94,326.9533333333330
35,35.0,2023-01-02 11:00:00,USA,USA,US,338.09,399.49,44.78,18.82,FALSE,11.0,0.0,1.0,FALSE,332.14,FALSE,0.258819045102521,-0.9659258262890680,5.949999999999990,5.949999999999990,TRUE,317.01,332.0733333333330
36,36.0,2023-01-02 12:00:00,USA,USA,US,336.31,397.96,44.82,19.84,FALSE,12.0,0.0,1.0,FALSE,338.09,FALSE,1.22464679914735E-16,-1.0,-1.7799999999999700,1.7799999999999700,TRUE,322.7,335.5133333333330
37,37.0,2023-01-02 13:00:00,USA,USA,US,331.61,393.35,45.21,21.06,FALSE,13.0,0.0,1.0,FALSE,336.31,FALSE,-0.2588190451025210,-0.9659258262890680,-4.699999999999990,4.699999999999990,TRUE,327.0,335.33666666666700
38,38.0,2023-01-02 14:00:00,USA,USA,US,328.89,390.61,45.5,21.96,FALSE,14.0,0.0,1.0,FALSE,331.61,FALSE,-0.5000000000000000,-0.8660254037844390,-2.7200000000000300,2.7200000000000300,TRUE,326.61,332.27
39,39.0,2023-01-02 15:00:00,USA,USA,US,329.86,392.06,45.19,22.26,FALSE,15.0,0.0,1.0,FALSE,328.89,FALSE,-0.7071067811865470,-0.7071067811865480,0.9700000000000270,0.9700000000000270,TRUE,326.53,330.12000000000000
40,40.0,2023-01-02 16:00:00,USA,USA,US,328.31,389.93,45.8,23.16,FALSE,16.0,0.0,1.0,FALSE,329.86,FALSE,-0.8660254037844380,-0.5000000000000000,-1.5500000000000100,1.5500000000000100,TRUE,329.45,329.02
41,41.0,2023-01-02 17:00:00,USA,USA,US,329.61,390.72,46.11,23.8,FALSE,17.0,0.0,1.0,FALSE,328.31,FALSE,-0.9659258262890680,-0.25881904510252100,1.3000000000000100,1.3000000000000100,TRUE,330.64,329.26000000000000
42,42.0,2023-01-02 18:00:00,USA,USA,US,329.96,390.71,46.34,23.97,FALSE,18.0,0.0,1.0,FALSE,329.61,FALSE,-1.0,-1.83697019872103E-16,0.3499999999999660,0.3499999999999660,TRUE,331.18,329.29333333333300
43,43.0,2023-01-02 19:00:00,USA,USA,US,330.8,391.91,45.99,23.66,FALSE,19.0,0.0,1.0,FALSE,329.96,FALSE,-0.9659258262890680,0.2588190451025200,0.8400000000000320,0.8400000000000320,TRUE,335.98,330.12333333333300
44,44.0,2023-01-02 20:00:00,USA,USA,US,329.3,390.47,45.99,23.73,FALSE,20.0,0.0,1.0,FALSE,330.8,FALSE,-0.8660254037844390,0.5000000000000000,-1.5,1.5,TRUE,342.01,330.02
45,45.0,2023-01-02 21:00:00,USA,USA,US,331.37,393.04,45.41,23.45,FALSE,21.0,0.0,1.0,FALSE,329.3,FALSE,-0.7071067811865480,0.7071067811865470,2.069999999999990,2.069999999999990,TRUE,344.91,330.49
46,46.0,2023-01-02 22:00:00,USA,USA,US,332.91,395.29,44.8,23.48,FALSE,22.0,0.0,1.0,FALSE,331.37,FALSE,-0.5000000000000000,0.8660254037844380,1.5400000000000200,1.5400000000000200,TRUE,351.4,331.1933333333330
47,47.0,2023-01-02 23:00:00,USA,USA,US,337.18,399.9,44.04,23.11,FALSE,23.0,0.0,1.0,FALSE,332.91,FALSE,-0.25881904510252200,0.9659258262890680,4.269999999999980,4.269999999999980,TRUE,352.94,333.82
48,48.0,2023-01-03 00:00:00,USA,USA,US,340.38,403.73,43.35,22.5,FALSE,0.0,1.0,1.0,FALSE,337.18,FALSE,0.0,1.0,3.1999999999999900,3.1999999999999900,TRUE,345.4,336.8233333333330
49,49.0,2023-01-03 01:00:00,USA,USA,US,339.99,403.26,43.43,22.37,FALSE,1.0,1.0,1.0,FALSE,340.38,FALSE,0.25881904510252100,0.9659258262890680,-0.38999999999998600,0.38999999999998600,TRUE,339.17,339.18333333333300
50,50.0,2023-01-03 02:00:00,USA,USA,US,334.62,396.73,44.55,22.9,FALSE,2.0,1.0,1.0,FALSE,339.99,FALSE,0.50000000000000000,0.8660254037844390,-5.3700000000000000,5.3700000000000000,TRUE,336.02,338.33
51,51.0,2023-01-03 03:00:00,USA,USA,US,328.42,389.37,45.67,23.23,FALSE,3.0,1.0,1.0,FALSE,334.62,FALSE,0.7071067811865480,0.7071067811865480,-6.199999999999990,6.199999999999990,TRUE,335.11,334.34333333333300
52,52.0,2023-01-03 04:00:00,USA,USA,US,322.69,382.05,47.09,23.63,FALSE,4.0,1.0,1.0,FALSE,328.42,FALSE,0.8660254037844390,0.5000000000000000,-5.730000000000020,5.730000000000020,TRUE,331.52,328.57666666666700
53,53.0,2023-01-03 05:00:00,USA,USA,US,317.15,374.96,48.54,23.97,FALSE,5.0,1.0,1.0,FALSE,322.69,FALSE,0.9659258262890680,0.25881904510252100,-5.5400000000000200,5.5400000000000200,TRUE,327.7,322.75333333333300
54,54.0,2023-01-03 06:00:00,USA,USA,US,311.47,368.2,49.65,24.16,FALSE,6.0,1.0,1.0,FALSE,317.15,FALSE,1.0,6.12323399573677E-17,-5.67999999999995,5.67999999999995,TRUE,325.92,317.1033333333330
55,55.0,2023-01-03 07:00:00,USA,USA,US,307.06,363.62,50.13,24.15,FALSE,7.0,1.0,1.0,FALSE,311.47,FALSE,0.9659258262890680,-0.25881904510252100,-4.410000000000030,4.410000000000030,TRUE,322.39,311.8933333333330
56,56.0,2023-01-03 08:00:00,USA,USA,US,307.04,363.62,50.09,23.86,FALSE,8.0,1.0,1.0,FALSE,307.06,FALSE,0.8660254037844390,-0.50000000000000000,-0.01999999999998180,0.01999999999998180,TRUE,322.73,308.5233333333330
57,57.0,2023-01-03 09:00:00,USA,USA,US,307.38,364.03,49.99,23.71,FALSE,9.0,1.0,1.0,FALSE,307.04,FALSE,0.7071067811865480,-0.7071067811865480,0.339999999999975,0.339999999999975,TRUE,325.99,307.16
58,58.0,2023-01-03 10:00:00,USA,USA,US,311.05,368.99,48.85,23.12,FALSE,10.0,1.0,1.0,FALSE,307.38,FALSE,0.50000000000000000,-0.8660254037844390,3.670000000000020,3.670000000000020,TRUE,332.14,308.49
59,59.0,2023-01-03 11:00:00,USA,USA,US,318.69,378.94,46.82,22.34,FALSE,11.0,1.0,1.0,FALSE,311.05,FALSE,0.258819045102521,-0.9659258262890680,7.639999999999990,7.639999999999990,TRUE,338.09,312.3733333333330
60,60.0,2023-01-03 12:00:00,USA,USA,US,326.66,388.53,45.29,22.26,FALSE,12.0,1.0,1.0,FALSE,318.69,FALSE,1.22464679914735E-16,-1.0,7.970000000000030,7.970000000000030,TRUE,336.31,318.8
61,61.0,2023-01-03 13:00:00,USA,USA,US,331.58,393.93,44.68,22.5,FALSE,13.0,1.0,1.0,FALSE,326.66,FALSE,-0.2588190451025210,-0.9659258262890680,4.919999999999960,4.919999999999960,TRUE,331.61,325.6433333333330
62,62.0,2023-01-03 14:00:00,USA,USA,US,331.1,393.08,45.0,23.39,FALSE,14.0,1.0,1.0,FALSE,331.58,FALSE,-0.5000000000000000,-0.8660254037844390,-0.47999999999996100,0.47999999999996100,TRUE,328.89,329.78
63,63.0,2023-01-03 15:00:00,USA,USA,US,331.31,393.34,45.02,23.73,FALSE,15.0,1.0,1.0,FALSE,331.1,FALSE,-0.7071067811865470,-0.7071067811865480,0.20999999999998000,0.20999999999998000,TRUE,329.86,331.33
64,64.0,2023-01-03 16:00:00,USA,USA,US,324.19,385.68,46.05,24.95,FALSE,16.0,1.0,1.0,FALSE,331.31,FALSE,-0.8660254037844380,-0.5000000000000000,-7.1200000000000000,7.1200000000000000,TRUE,328.31,328.86666666666700
65,65.0,2023-01-03 17:00:00,USA,USA,US,319.44,380.44,46.75,25.76,FALSE,17.0,1.0,1.0,FALSE,324.19,FALSE,-0.9659258262890680,-0.25881904510252100,-4.75,4.75,TRUE,329.61,324.98000000000000
66,66.0,2023-01-03 18:00:00,USA,USA,US,320.63,381.7,46.62,25.57,FALSE,18.0,1.0,1.0,FALSE,319.44,FALSE,-1.0,-1.83697019872103E-16,1.1900000000000000,1.1900000000000000,TRUE,329.96,321.42
67,67.0,2023-01-03 19:00:00,USA,USA,US,323.62,384.89,46.24,25.1,FALSE,19.0,1.0,1.0,FALSE,320.63,FALSE,-0.9659258262890680,0.2588190451025200,2.990000000000010,2.990000000000010,TRUE,330.8,321.23000000000000
68,68.0,2023-01-03 20:00:00,USA,USA,US,326.08,388.01,45.59,24.35,FALSE,20.0,1.0,1.0,FALSE,323.62,FALSE,-0.8660254037844390,0.5000000000000000,2.4599999999999800,2.4599999999999800,TRUE,329.3,323.4433333333330
69,69.0,2023-01-03 21:00:00,USA,USA,US,328.62,391.48,44.8,23.66,FALSE,21.0,1.0,1.0,FALSE,326.08,FALSE,-0.7071067811865480,0.7071067811865470,2.5400000000000200,2.5400000000000200,TRUE,331.37,326.1066666666670
70,70.0,2023-01-03 22:00:00,USA,USA,US,330.7,394.1,44.3,23.48,FALSE,22.0,1.0,1.0,FALSE,328.62,FALSE,-0.5000000000000000,0.8660254037844380,2.079999999999980,2.079999999999980,TRUE,332.91,328.46666666666700
71,71.0,2023-01-03 23:00:00,USA,USA,US,342.81,407.76,42.19,21.61,FALSE,23.0,1.0,1.0,FALSE,330.7,FALSE,-0.25881904510252200,0.9659258262890680,12.110000000000000,12.110000000000000,FALSE,337.18,334.0433333333330
72,72.0,2023-01-04 00:00:00,USA,USA,US,345.31,410.54,41.64,21.07,FALSE,0.0,2.0,1.0,FALSE,342.81,FALSE,0.0,1.0,2.5,2.5,TRUE,340.38,339.6066666666670
73,73.0,2023-01-04 01:00:00,USA,USA,US,340.54,405.1,42.34,21.54,FALSE,1.0,2.0,1.0,FALSE,345.31,FALSE,0.25881904510252100,0.9659258262890680,-4.769999999999980,4.769999999999980,TRUE,339.99,342.8866666666670
74,74.0,2023-01-04 02:00:00,USA,USA,US,334.31,397.81,43.46,22.05,FALSE,2.0,2.0,1.0,FALSE,340.54,FALSE,0.50000000000000000,0.8660254037844390,-6.230000000000020,6.230000000000020,TRUE,334.62,340.05333333333300
75,75.0,2023-01-04 03:00:00,USA,USA,US,329.66,392.14,44.45,22.13,FALSE,3.0,2.0,1.0,FALSE,334.31,FALSE,0.7071067811865480,0.7071067811865480,-4.649999999999980,4.649999999999980,TRUE,328.42,334.83666666666700
76,76.0,2023-01-04 04:00:00,USA,USA,US,325.4,386.62,45.59,22.2,FALSE,4.0,2.0,1.0,FALSE,329.66,FALSE,0.8660254037844390,0.5000000000000000,-4.260000000000050,4.260000000000050,TRUE,322.69,329.79
77,77.0,2023-01-04 05:00:00,USA,USA,US,322.14,382.2,46.58,22.18,FALSE,5.0,2.0,1.0,FALSE,325.4,FALSE,0.9659258262890680,0.25881904510252100,-3.259999999999990,3.259999999999990,TRUE,317.15,325.73333333333300
78,78.0,2023-01-04 06:00:00,USA,USA,US,322.43,382.06,46.82,21.68,FALSE,6.0,2.0,1.0,FALSE,322.14,FALSE,1.0,6.12323399573677E-17,0.29000000000002000,0.29000000000002000,TRUE,311.47,323.3233333333330
79,79.0,2023-01-04 07:00:00,USA,USA,US,320.36,379.44,47.32,21.56,FALSE,7.0,2.0,1.0,FALSE,322.43,FALSE,0.9659258262890680,-0.25881904510252100,-2.069999999999990,2.069999999999990,TRUE,307.06,321.6433333333330
80,80.0,2023-01-04 08:00:00,USA,USA,US,320.73,379.86,47.28,21.22,FALSE,8.0,2.0,1.0,FALSE,320.36,FALSE,0.8660254037844390,-0.50000000000000000,0.37000000000000500,0.37000000000000500,TRUE,307.04,321.17333333333300
81,81.0,2023-01-04 09:00:00,USA,USA,US,323.68,383.35,46.65,20.7,FALSE,9.0,2.0,1.0,FALSE,320.73,FALSE,0.7071067811865480,-0.7071067811865480,2.9499999999999900,2.9499999999999900,TRUE,307.38,321.59
82,82.0,2023-01-04 10:00:00,USA,USA,US,330.96,392.14,45.12,19.82,FALSE,10.0,2.0,1.0,FALSE,323.68,FALSE,0.50000000000000000,-0.8660254037844390,7.279999999999970,7.279999999999970,TRUE,311.05,325.12333333333300
83,83.0,2023-01-04 11:00:00,USA,USA,US,337.75,400.62,43.55,19.38,FALSE,11.0,2.0,1.0,FALSE,330.96,FALSE,0.258819045102521,-0.9659258262890680,6.7900000000000200,6.7900000000000200,TRUE,318.69,330.7966666666670
84,84.0,2023-01-04 12:00:00,USA,USA,US,345.13,409.76,41.96,19.25,FALSE,12.0,2.0,1.0,FALSE,337.75,FALSE,1.22464679914735E-16,-1.0,7.3800000000000000,7.3800000000000000,TRUE,326.66,337.94666666666700
85,85.0,2023-01-04 13:00:00,USA,USA,US,348.99,413.91,41.53,19.54,FALSE,13.0,2.0,1.0,FALSE,345.13,FALSE,-0.2588190451025210,-0.9659258262890680,3.8600000000000100,3.8600000000000100,TRUE,331.58,343.95666666666700
86,86.0,2023-01-04 14:00:00,USA,USA,US,342.5,406.59,42.67,21.1,FALSE,14.0,2.0,1.0,FALSE,348.99,FALSE,-0.5000000000000000,-0.8660254037844390,-6.490000000000010,6.490000000000010,TRUE,331.1,345.54000000000000
87,87.0,2023-01-04 15:00:00,USA,USA,US,335.91,399.24,43.82,22.43,FALSE,15.0,2.0,1.0,FALSE,342.5,FALSE,-0.7071067811865470,-0.7071067811865480,-6.589999999999980,6.589999999999980,TRUE,331.31,342.4666666666670
88,88.0,2023-01-04 16:00:00,USA,USA,US,329.09,391.52,44.98,23.65,FALSE,16.0,2.0,1.0,FALSE,335.91,FALSE,-0.8660254037844380,-0.5000000000000000,-6.82000000000005,6.82000000000005,TRUE,324.19,335.8333333333330
89,89.0,2023-01-04 17:00:00,USA,USA,US,319.64,381.02,46.38,25.06,FALSE,17.0,2.0,1.0,FALSE,329.09,FALSE,-0.9659258262890680,-0.25881904510252100,-9.449999999999990,9.449999999999990,TRUE,319.44,328.2133333333330
90,90.0,2023-01-04 18:00:00,USA,USA,US,314.97,375.65,47.17,25.83,FALSE,18.0,2.0,1.0,FALSE,319.64,FALSE,-1.0,-1.83697019872103E-16,-4.669999999999960,4.669999999999960,TRUE,320.63,321.23333333333300
91,91.0,2023-01-04 19:00:00,USA,USA,US,311.63,372.04,47.57,26.22,FALSE,19.0,2.0,1.0,FALSE,314.97,FALSE,-0.9659258262890680,0.2588190451025200,-3.340000000000030,3.340000000000030,TRUE,323.62,315.41333333333300
92,92.0,2023-01-04 20:00:00,USA,USA,US,309.08,369.41,47.8,26.28,FALSE,20.0,2.0,1.0,FALSE,311.63,FALSE,-0.8660254037844390,0.5000000000000000,-2.5500000000000100,2.5500000000000100,TRUE,326.08,311.8933333333330
93,93.0,2023-01-04 21:00:00,USA,USA,US,310.57,371.54,47.25,25.83,FALSE,21.0,2.0,1.0,FALSE,309.08,FALSE,-0.7071067811865480,0.7071067811865470,1.490000000000010,1.490000000000010,TRUE,328.62,310.4266666666670
94,94.0,2023-01-04 22:00:00,USA,USA,US,314.45,376.29,46.36,25.28,FALSE,22.0,2.0,1.0,FALSE,310.57,FALSE,-0.5000000000000000,0.8660254037844380,3.8800000000000000,3.8800000000000000,TRUE,330.7,311.3666666666670
95,95.0,2023-01-04 23:00:00,USA,USA,US,337.67,402.69,42.32,21.54,FALSE,23.0,2.0,1.0,FALSE,314.45,FALSE,-0.25881904510252200,0.9659258262890680,23.220000000000000,23.220000000000000,FALSE,342.81,320.8966666666670
96,96.0,2023-01-05 00:00:00,USA,USA,US,341.09,406.9,41.58,21.13,FALSE,0.0,3.0,1.0,FALSE,337.67,FALSE,0.0,1.0,3.419999999999960,3.419999999999960,TRUE,345.31,331.07
97,97.0,2023-01-05 01:00:00,USA,USA,US,337.37,402.57,42.22,21.6,FALSE,1.0,3.0,1.0,FALSE,341.09,FALSE,0.25881904510252100,0.9659258262890680,-3.7199999999999700,3.7199999999999700,TRUE,340.54,338.71
98,98.0,2023-01-05 02:00:00,USA,USA,US,333.53,398.04,42.91,21.84,FALSE,2.0,3.0,1.0,FALSE,337.37,FALSE,0.50000000000000000,0.8660254037844390,-3.840000000000030,3.840000000000030,TRUE,334.31,337.33
99,99.0,2023-01-05 03:00:00,USA,USA,US,329.05,392.61,43.78,21.85,FALSE,3.0,3.0,1.0,FALSE,333.53,FALSE,0.7071067811865480,0.7071067811865480,-4.479999999999960,4.479999999999960,TRUE,329.66,333.31666666666700
100,100.0,2023-01-05 04:00:00,USA,USA,US,326.5,389.21,44.47,21.51,FALSE,4.0,3.0,1.0,FALSE,329.05,FALSE,0.8660254037844390,0.5000000000000000,-2.5500000000000100,2.5500000000000100,TRUE,325.4,329.6933333333330
101,101.0,2023-01-05 05:00:00,USA,USA,US,323.32,385.08,45.3,21.31,FALSE,5.0,3.0,1.0,FALSE,326.5,FALSE,0.9659258262890680,0.25881904510252100,-3.180000000000010,3.180000000000010,TRUE,322.14,326.29000000000000
102,102.0,2023-01-05 06:00:00,USA,USA,US,320.56,381.8,45.82,21.05,FALSE,6.0,3.0,1.0,FALSE,323.32,FALSE,1.0,6.12323399573677E-17,-2.759999999999990,2.759999999999990,TRUE,322.43,323.46
103,103.0,2023-01-05 07:00:00,USA,USA,US,321.99,383.54,45.49,20.42,FALSE,7.0,3.0,1.0,FALSE,320.56,FALSE,0.9659258262890680,-0.25881904510252100,1.4300000000000100,1.4300000000000100,TRUE,320.36,321.95666666666700
104,104.0,2023-01-05 08:00:00,USA,USA,US,323.74,385.64,45.08,19.85,FALSE,8.0,3.0,1.0,FALSE,321.99,FALSE,0.8660254037844390,-0.50000000000000000,1.75,1.75,TRUE,320.73,322.09666666666700
105,105.0,2023-01-05 09:00:00,USA,USA,US,328.01,390.87,44.17,19.25,FALSE,9.0,3.0,1.0,FALSE,323.74,FALSE,0.7071067811865480,-0.7071067811865480,4.269999999999980,4.269999999999980,TRUE,323.68,324.58
106,106.0,2023-01-05 10:00:00,USA,USA,US,335.92,400.33,42.62,18.45,FALSE,10.0,3.0,1.0,FALSE,328.01,FALSE,0.50000000000000000,-0.8660254037844390,7.910000000000030,7.910000000000030,TRUE,330.96,329.22333333333300
107,107.0,2023-01-05 11:00:00,USA,USA,US,342.84,409.0,41.13,18.47,FALSE,11.0,3.0,1.0,FALSE,335.92,FALSE,0.258819045102521,-0.9659258262890680,6.919999999999960,6.919999999999960,TRUE,337.75,335.59
108,108.0,2023-01-05 12:00:00,USA,USA,US,347.82,415.69,39.74,18.58,FALSE,12.0,3.0,1.0,FALSE,342.84,FALSE,1.22464679914735E-16,-1.0,4.980000000000020,4.980000000000020,TRUE,345.13,342.1933333333330
109,109.0,2023-01-05 13:00:00,USA,USA,US,349.79,418.22,39.29,18.89,FALSE,13.0,3.0,1.0,FALSE,347.82,FALSE,-0.2588190451025210,-0.9659258262890680,1.9700000000000300,1.9700000000000300,TRUE,348.99,346.8166666666670
