,Unnamed: 0.1,Unnamed: 0,Datetime,Country,Zone name,Zone id,carbon_intensity,Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data estimated,hour,day_of_week,month,is_weekend,carbon_1hr_ago,is_summer,hour_sin,hour_cos,carbon_trend,trend_magnitude,is_stable,carbon_24hr_ago,carbon_avg_3hr
0,0,0.0,2023-01-01 00:00:00,USA,USA,US,345.84,408.44,43.31,21.23,False,0.0,6.0,1.0,True,345.84,False,0.0,1.0,0.0,0.0,True,345.84,0.0
1,1,1.0,2023-01-01 01:00:00,USA,USA,US,331.6,392.15,45.68,23.23,False,1.0,6.0,1.0,True,345.84,False,0.258819045102521,0.965925826289068,-14.24,14.24,False,345.84,0.0
2,2,2.0,2023-01-01 02:00:00,USA,USA,US,328.01,387.57,46.53,23.49,False,2.0,6.0,1.0,True,331.6,False,0.5,0.866025403784439,-3.59000000000003,3.59000000000003,True,345.84,335.15
3,3,3.0,2023-01-01 03:00:00,USA,USA,US,324.6,383.16,47.44,23.68,False,3.0,6.0,1.0,True,328.01,False,0.707106781186548,0.707106781186548,-3.40999999999997,3.40999999999997,True,345.84,328.07
4,4,4.0,2023-01-01 04:00:00,USA,USA,US,321.59,379.04,48.36,23.91,False,4.0,6.0,1.0,True,324.6,False,0.866025403784439,0.5,-3.01000000000005,3.01000000000005,True,345.84,324.733333333333
5,5,5.0,2023-01-01 05:00:00,USA,USA,US,318.66,375.59,48.94,23.84,False,5.0,6.0,1.0,True,321.59,False,0.965925826289068,0.258819045102521,-2.92999999999995,2.92999999999995,True,345.84,321.616666666667
6,6,6.0,2023-01-01 06:00:00,USA,USA,US,314.93,371.43,49.43,23.67,False,6.0,6.0,1.0,True,318.66,False,1.0,6.12323399573677e-17,-3.73000000000002,3.73000000000002,True,345.84,318.393333333333
7,7,7.0,2023-01-01 07:00:00,USA,USA,US,315.64,372.03,49.47,23.11,False,7.0,6.0,1.0,True,314.93,False,0.965925826289068,-0.258819045102521,0.70999999999998,0.70999999999998,True,345.84,316.41
8,8,8.0,2023-01-01 08:00:00,USA,USA,US,315.76,371.63,49.76,22.95,False,8.0,6.0,1.0,True,315.64,False,0.866025403784439,-0.5,0.120000000000005,0.120000000000005,True,345.84,315.443333333333
9,9,9.0,2023-01-01 09:00:00,USA,USA,US,313.13,368.58,50.23,23.19,False,9.0,6.0,1.0,True,315.76,False,0.707106781186548,-0.707106781186548,-2.63,2.63,True,345.84,314.843333333333
10,10,10.0,2023-01-01 10:00:00,USA,USA,US,312.94,368.14,50.44,23.25,False,10.0,6.0,1.0,True,313.13,False,0.5,-0.866025403784439,-0.189999999999998,0.189999999999998,True,345.84,313.943333333333
11,11,11.0,2023-01-01 11:00:00,USA,USA,US,317.01,372.62,49.88,22.75,False,11.0,6.0,1.0,True,312.94,False,0.258819045102521,-0.965925826289068,4.06999999999999,4.06999999999999,True,345.84,314.36
12,12,12.0,2023-01-01 12:00:00,USA,USA,US,322.7,379.82,48.51,22.01,False,12.0,6.0,1.0,True,317.01,False,1.22464679914735e-16,-1.0,5.69,5.69,True,345.84,317.55
13,13,13.0,2023-01-01 13:00:00,USA,USA,US,327.0,385.21,47.55,21.57,False,13.0,6.0,1.0,True,322.7,False,-0.258819045102521,-0.965925826289068,4.30000000000001,4.30000000000001,True,345.84,322.236666666667
14,14,14.0,2023-01-01 14:00:00,USA,USA,US,326.61,385.02,47.55,22.15,False,14.0,6.0,1.0,True,327.0,False,-0.5,-0.866025403784439,-0.389999999999986,0.389999999999986,True,345.84,325.436666666667
15,15,15.0,2023-01-01 15:00:00,USA,USA,US,326.53,385.24,47.54,22.49,False,15.0,6.0,1.0,True,326.61,False,-0.707106781186547,-0.707106781186548,-0.0800000000000409,0.0800000000000409,True,345.84,326.713333333333
16,16,16.0,2023-01-01 16:00:00,USA,USA,US,329.45,388.82,47.03,22.21,False,16.0,6.0,1.0,True,326.53,False,-0.866025403784438,-0.5,2.92000000000002,2.92000000000002,True,345.84,327.53
17,17,17.0,2023-01-01 17:00:00,USA,USA,US,330.64,390.3,46.8,22.18,False,17.0,6.0,1.0,True,329.45,False,-0.965925826289068,-0.258819045102521,1.19,1.19,True,345.84,328.873333333333
18,18,18.0,2023-01-01 18:00:00,USA,USA,US,331.18,390.99,46.68,22.17,False,18.0,6.0,1.0,True,330.64,False,-1.0,-1.83697019872103e-16,0.540000000000021,0.540000000000021,True,345.84,330.423333333333
19,19,19.0,2023-01-01 19:00:00,USA,USA,US,335.98,396.58,45.79,21.35,False,19.0,6.0,1.0,True,331.18,False,-0.965925826289068,0.25881904510252,4.80000000000001,4.80000000000001,True,345.84,332.6
20,20,20.0,2023-01-01 20:00:00,USA,USA,US,342.01,403.62,44.58,20.17,False,20.0,6.0,1.0,True,335.98,False,-0.866025403784439,0.5,6.02999999999997,6.02999999999997,True,345.84,336.39
21,21,21.0,2023-01-01 21:00:00,USA,USA,US,344.91,407.74,43.47,19.28,False,21.0,6.0,1.0,True,342.01,False,-0.707106781186548,0.707106781186547,2.90000000000003,2.90000000000003,True,345.84,340.966666666667
22,22,22.0,2023-01-01 22:00:00,USA,USA,US,351.4,415.47,42.1,18.53,False,22.0,6.0,1.0,True,344.91,False,-0.5,0.866025403784438,6.48999999999995,6.48999999999995,True,345.84,346.106666666667
23,23,23.0,2023-01-01 23:00:00,USA,USA,US,352.94,418.01,41.4,18.52,False,23.0,6.0,1.0,True,351.4,False,-0.258819045102522,0.965925826289068,1.54000000000002,1.54000000000002,True,345.84,349.75
24,24,24.0,2023-01-02 00:00:00,USA,USA,US,345.4,409.35,42.6,19.98,False,0.0,0.0,1.0,False,352.94,False,0.0,1.0,-7.54000000000002,7.54000000000002,True,345.84,349.913333333333
25,25,25.0,2023-01-02 01:00:00,USA,USA,US,339.17,402.38,43.51,20.87,False,1.0,0.0,1.0,False,345.4,False,0.258819045102521,0.965925826289068,-6.22999999999996,6.22999999999996,True,331.6,345.836666666667
26,26,26.0,2023-01-02 02:00:00,USA,USA,US,336.02,398.59,44.17,21.11,False,2.0,0.0,1.0,False,339.17,False,0.5,0.866025403784439,-3.15000000000003,3.15000000000003,True,328.01,340.196666666667
27,27,27.0,2023-01-02 03:00:00,USA,USA,US,335.11,396.85,44.75,20.97,False,3.0,0.0,1.0,False,336.02,False,0.707106781186548,0.707106781186548,-0.909999999999968,0.909999999999968,True,324.6,336.766666666667
28,28,28.0,2023-01-02 04:00:00,USA,USA,US,331.52,391.77,45.98,21.34,False,4.0,0.0,1.0,False,335.11,False,0.866025403784439,0.5,-3.59000000000003,3.59000000000003,True,321.59,334.216666666667
29,29,29.0,2023-01-02 05:00:00,USA,USA,US,327.7,386.85,47.02,21.44,False,5.0,0.0,1.0,False,331.52,False,0.965925826289068,0.258819045102521,-3.81999999999999,3.81999999999999,True,318.66,331.443333333333
30,30,30.0,2023-01-02 06:00:00,USA,USA,US,325.92,384.45,47.52,21.11,False,6.0,0.0,1.0,False,327.7,False,1.0,6.12323399573677e-17,-1.77999999999997,1.77999999999997,True,314.93,328.38
31,31,31.0,2023-01-02 07:00:00,USA,USA,US,322.39,380.37,48.16,21.15,False,7.0,0.0,1.0,False,325.92,False,0.965925826289068,-0.258819045102521,-3.53000000000003,3.53000000000003,True,315.64,325.336666666667
32,32,32.0,2023-01-02 08:00:00,USA,USA,US,322.73,381.02,47.87,20.63,False,8.0,0.0,1.0,False,322.39,False,0.866025403784439,-0.5,0.340000000000032,0.340000000000032,True,315.76,323.68
33,33,33.0,2023-01-02 09:00:00,USA,USA,US,325.99,384.87,47.25,20.07,False,9.0,0.0,1.0,False,322.73,False,0.707106781186548,-0.707106781186548,3.25999999999999,3.25999999999999,True,313.13,323.703333333333
34,34,34.0,2023-01-02 10:00:00,USA,USA,US,332.14,392.19,46.06,19.24,False,10.0,0.0,1.0,False,325.99,False,0.5,-0.866025403784439,6.14999999999998,6.14999999999998,True,312.94,326.953333333333
35,35,35.0,2023-01-02 11:00:00,USA,USA,US,338.09,399.49,44.78,18.82,False,11.0,0.0,1.0,False,332.14,False,0.258819045102521,-0.965925826289068,5.94999999999999,5.94999999999999,True,317.01,332.073333333333
36,36,36.0,2023-01-02 12:00:00,USA,USA,US,336.31,397.96,44.82,19.84,False,12.0,0.0,1.0,False,338.09,False,1.22464679914735e-16,-1.0,-1.77999999999997,1.77999999999997,True,322.7,335.513333333333
37,37,37.0,2023-01-02 13:00:00,USA,USA,US,331.61,393.35,45.21,21.06,False,13.0,0.0,1.0,False,336.31,False,-0.258819045102521,-0.965925826289068,-4.69999999999999,4.69999999999999,True,327.0,335.336666666667
38,38,38.0,2023-01-02 14:00:00,USA,USA,US,328.89,390.61,45.5,21.96,False,14.0,0.0,1.0,False,331.61,False,-0.5,-0.866025403784439,-2.72000000000003,2.72000000000003,True,326.61,332.27
39,39,39.0,2023-01-02 15:00:00,USA,USA,US,329.86,392.06,45.19,22.26,False,15.0,0.0,1.0,False,328.89,False,-0.707106781186547,-0.707106781186548,0.970000000000027,0.970000000000027,True,326.53,330.12
40,40,40.0,2023-01-02 16:00:00,USA,USA,US,328.31,389.93,45.8,23.16,False,16.0,0.0,1.0,False,329.86,False,-0.866025403784438,-0.5,-1.55000000000001,1.55000000000001,True,329.45,329.02
41,41,41.0,2023-01-02 17:00:00,USA,USA,US,329.61,390.72,46.11,23.8,False,17.0,0.0,1.0,False,328.31,False,-0.965925826289068,-0.258819045102521,1.30000000000001,1.30000000000001,True,330.64,329.26
42,42,42.0,2023-01-02 18:00:00,USA,USA,US,329.96,390.71,46.34,23.97,False,18.0,0.0,1.0,False,329.61,False,-1.0,-1.83697019872103e-16,0.349999999999966,0.349999999999966,True,331.18,329.293333333333
43,43,43.0,2023-01-02 19:00:00,USA,USA,US,330.8,391.91,45.99,23.66,False,19.0,0.0,1.0,False,329.96,False,-0.965925826289068,0.25881904510252,0.840000000000032,0.840000000000032,True,335.98,330.123333333333
44,44,44.0,2023-01-02 20:00:00,USA,USA,US,329.3,390.47,45.99,23.73,False,20.0,0.0,1.0,False,330.8,False,-0.866025403784439,0.5,-1.5,1.5,True,342.01,330.02
45,45,45.0,2023-01-02 21:00:00,USA,USA,US,331.37,393.04,45.41,23.45,False,21.0,0.0,1.0,False,329.3,False,-0.707106781186548,0.707106781186547,2.06999999999999,2.06999999999999,True,344.91,330.49
46,46,46.0,2023-01-02 22:00:00,USA,USA,US,332.91,395.29,44.8,23.48,False,22.0,0.0,1.0,False,331.37,False,-0.5,0.866025403784438,1.54000000000002,1.54000000000002,True,351.4,331.193333333333
47,47,47.0,2023-01-02 23:00:00,USA,USA,US,337.18,399.9,44.04,23.11,False,23.0,0.0,1.0,False,332.91,False,-0.258819045102522,0.965925826289068,4.26999999999998,4.26999999999998,True,352.94,333.82
48,48,48.0,2023-01-03 00:00:00,USA,USA,US,340.38,403.73,43.35,22.5,False,0.0,1.0,1.0,False,337.18,False,0.0,1.0,3.19999999999999,3.19999999999999,True,345.4,336.823333333333
49,49,49.0,2023-01-03 01:00:00,USA,USA,US,339.99,403.26,43.43,22.37,False,1.0,1.0,1.0,False,340.38,False,0.258819045102521,0.965925826289068,-0.389999999999986,0.389999999999986,True,339.17,339.183333333333
50,50,50.0,2023-01-03 02:00:00,USA,USA,US,334.62,396.73,44.55,22.9,False,2.0,1.0,1.0,False,339.99,False,0.5,0.866025403784439,-5.37,5.37,True,336.02,338.33
51,51,51.0,2023-01-03 03:00:00,USA,USA,US,328.42,389.37,45.67,23.23,False,3.0,1.0,1.0,False,334.62,False,0.707106781186548,0.707106781186548,-6.19999999999999,6.19999999999999,True,335.11,334.343333333333
52,52,52.0,2023-01-03 04:00:00,USA,USA,US,322.69,382.05,47.09,23.63,False,4.0,1.0,1.0,False,328.42,False,0.866025403784439,0.5,-5.73000000000002,5.73000000000002,True,331.52,328.576666666667
53,53,53.0,2023-01-03 05:00:00,USA,USA,US,317.15,374.96,48.54,23.97,False,5.0,1.0,1.0,False,322.69,False,0.965925826289068,0.258819045102521,-5.54000000000002,5.54000000000002,True,327.7,322.753333333333
54,54,54.0,2023-01-03 06:00:00,USA,USA,US,311.47,368.2,49.65,24.16,False,6.0,1.0,1.0,False,317.15,False,1.0,6.12323399573677e-17,-5.67999999999995,5.67999999999995,True,325.92,317.103333333333
55,55,55.0,2023-01-03 07:00:00,USA,USA,US,307.06,363.62,50.13,24.15,False,7.0,1.0,1.0,False,311.47,False,0.965925826289068,-0.258819045102521,-4.41000000000003,4.41000000000003,True,322.39,311.893333333333
56,56,56.0,2023-01-03 08:00:00,USA,USA,US,307.04,363.62,50.09,23.86,False,8.0,1.0,1.0,False,307.06,False,0.866025403784439,-0.5,-0.0199999999999818,0.0199999999999818,True,322.73,308.523333333333
57,57,57.0,2023-01-03 09:00:00,USA,USA,US,307.38,364.03,49.99,23.71,False,9.0,1.0,1.0,False,307.04,False,0.707106781186548,-0.707106781186548,0.339999999999975,0.339999999999975,True,325.99,307.16
58,58,58.0,2023-01-03 10:00:00,USA,USA,US,311.05,368.99,48.85,23.12,False,10.0,1.0,1.0,False,307.38,False,0.5,-0.866025403784439,3.67000000000002,3.67000000000002,True,332.14,308.49
59,59,59.0,2023-01-03 11:00:00,USA,USA,US,318.69,378.94,46.82,22.34,False,11.0,1.0,1.0,False,311.05,False,0.258819045102521,-0.965925826289068,7.63999999999999,7.63999999999999,True,338.09,312.373333333333
60,60,60.0,2023-01-03 12:00:00,USA,USA,US,326.66,388.53,45.29,22.26,False,12.0,1.0,1.0,False,318.69,False,1.22464679914735e-16,-1.0,7.97000000000003,7.97000000000003,True,336.31,318.8
61,61,61.0,2023-01-03 13:00:00,USA,USA,US,331.58,393.93,44.68,22.5,False,13.0,1.0,1.0,False,326.66,False,-0.258819045102521,-0.965925826289068,4.91999999999996,4.91999999999996,True,331.61,325.643333333333
62,62,62.0,2023-01-03 14:00:00,USA,USA,US,331.1,393.08,45.0,23.39,False,14.0,1.0,1.0,False,331.58,False,-0.5,-0.866025403784439,-0.479999999999961,0.479999999999961,True,328.89,329.78
63,63,63.0,2023-01-03 15:00:00,USA,USA,US,331.31,393.34,45.02,23.73,False,15.0,1.0,1.0,False,331.1,False,-0.707106781186547,-0.707106781186548,0.20999999999998,0.20999999999998,True,329.86,331.33
64,64,64.0,2023-01-03 16:00:00,USA,USA,US,324.19,385.68,46.05,24.95,False,16.0,1.0,1.0,False,331.31,False,-0.866025403784438,-0.5,-7.12,7.12,True,328.31,328.866666666667
65,65,65.0,2023-01-03 17:00:00,USA,USA,US,319.44,380.44,46.75,25.76,False,17.0,1.0,1.0,False,324.19,False,-0.965925826289068,-0.258819045102521,-4.75,4.75,True,329.61,324.98
66,66,66.0,2023-01-03 18:00:00,USA,USA,US,320.63,381.7,46.62,25.57,False,18.0,1.0,1.0,False,319.44,False,-1.0,-1.83697019872103e-16,1.19,1.19,True,329.96,321.42
67,67,67.0,2023-01-03 19:00:00,USA,USA,US,323.62,384.89,46.24,25.1,False,19.0,1.0,1.0,False,320.63,False,-0.965925826289068,0.25881904510252,2.99000000000001,2.99000000000001,True,330.8,321.23
68,68,68.0,2023-01-03 20:00:00,USA,USA,US,326.08,388.01,45.59,24.35,False,20.0,1.0,1.0,False,323.62,False,-0.866025403784439,0.5,2.45999999999998,2.45999999999998,True,329.3,323.443333333333
69,69,69.0,2023-01-03 21:00:00,USA,USA,US,328.62,391.48,44.8,23.66,False,21.0,1.0,1.0,False,326.08,False,-0.707106781186548,0.707106781186547,2.54000000000002,2.54000000000002,True,331.37,326.106666666667
70,70,70.0,2023-01-03 22:00:00,USA,USA,US,330.7,394.1,44.3,23.48,False,22.0,1.0,1.0,False,328.62,False,-0.5,0.866025403784438,2.07999999999998,2.07999999999998,True,332.91,328.466666666667
71,71,71.0,2023-01-03 23:00:00,USA,USA,US,342.81,407.76,42.19,21.61,False,23.0,1.0,1.0,False,330.7,False,-0.258819045102522,0.965925826289068,12.11,12.11,False,337.18,334.043333333333
72,72,72.0,2023-01-04 00:00:00,USA,USA,US,345.31,410.54,41.64,21.07,False,0.0,2.0,1.0,False,342.81,False,0.0,1.0,2.5,2.5,True,340.38,339.606666666667
73,73,73.0,2023-01-04 01:00:00,USA,USA,US,340.54,405.1,42.34,21.54,False,1.0,2.0,1.0,False,345.31,False,0.258819045102521,0.965925826289068,-4.76999999999998,4.76999999999998,True,339.99,342.886666666667
74,74,74.0,2023-01-04 02:00:00,USA,USA,US,334.31,397.81,43.46,22.05,False,2.0,2.0,1.0,False,340.54,False,0.5,0.866025403784439,-6.23000000000002,6.23000000000002,True,334.62,340.053333333333
75,75,75.0,2023-01-04 03:00:00,USA,USA,US,329.66,392.14,44.45,22.13,False,3.0,2.0,1.0,False,334.31,False,0.707106781186548,0.707106781186548,-4.64999999999998,4.64999999999998,True,328.42,334.836666666667
76,76,76.0,2023-01-04 04:00:00,USA,USA,US,325.4,386.62,45.59,22.2,False,4.0,2.0,1.0,False,329.66,False,0.866025403784439,0.5,-4.26000000000005,4.26000000000005,True,322.69,329.79
77,77,77.0,2023-01-04 05:00:00,USA,USA,US,322.14,382.2,46.58,22.18,False,5.0,2.0,1.0,False,325.4,False,0.965925826289068,0.258819045102521,-3.25999999999999,3.25999999999999,True,317.15,325.733333333333
78,78,78.0,2023-01-04 06:00:00,USA,USA,US,322.43,382.06,46.82,21.68,False,6.0,2.0,1.0,False,322.14,False,1.0,6.12323399573677e-17,0.29000000000002,0.29000000000002,True,311.47,323.323333333333
79,79,79.0,2023-01-04 07:00:00,USA,USA,US,320.36,379.44,47.32,21.56,False,7.0,2.0,1.0,False,322.43,False,0.965925826289068,-0.258819045102521,-2.06999999999999,2.06999999999999,True,307.06,321.643333333333
80,80,80.0,2023-01-04 08:00:00,USA,USA,US,320.73,379.86,47.28,21.22,False,8.0,2.0,1.0,False,320.36,False,0.866025403784439,-0.5,0.370000000000005,0.370000000000005,True,307.04,321.173333333333
81,81,81.0,2023-01-04 09:00:00,USA,USA,US,323.68,383.35,46.65,20.7,False,9.0,2.0,1.0,False,320.73,False,0.707106781186548,-0.707106781186548,2.94999999999999,2.94999999999999,True,307.38,321.59
82,82,82.0,2023-01-04 10:00:00,USA,USA,US,330.96,392.14,45.12,19.82,False,10.0,2.0,1.0,False,323.68,False,0.5,-0.866025403784439,7.27999999999997,7.27999999999997,True,311.05,325.123333333333
83,83,83.0,2023-01-04 11:00:00,USA,USA,US,337.75,400.62,43.55,19.38,False,11.0,2.0,1.0,False,330.96,False,0.258819045102521,-0.965925826289068,6.79000000000002,6.79000000000002,True,318.69,330.796666666667
84,84,84.0,2023-01-04 12:00:00,USA,USA,US,345.13,409.76,41.96,19.25,False,12.0,2.0,1.0,False,337.75,False,1.22464679914735e-16,-1.0,7.38,7.38,True,326.66,337.946666666667
85,85,85.0,2023-01-04 13:00:00,USA,USA,US,348.99,413.91,41.53,19.54,False,13.0,2.0,1.0,False,345.13,False,-0.258819045102521,-0.965925826289068,3.8600000000000096,3.8600000000000096,True,331.58,343.956666666667
86,86,86.0,2023-01-04 14:00:00,USA,USA,US,342.5,406.59,42.67,21.1,False,14.0,2.0,1.0,False,348.99,False,-0.5,-0.866025403784439,-6.49000000000001,6.49000000000001,True,331.1,345.54
87,87,87.0,2023-01-04 15:00:00,USA,USA,US,335.91,399.24,43.82,22.43,False,15.0,2.0,1.0,False,342.5,False,-0.707106781186547,-0.707106781186548,-6.58999999999998,6.58999999999998,True,331.31,342.466666666667
88,88,88.0,2023-01-04 16:00:00,USA,USA,US,329.09,391.52,44.98,23.65,False,16.0,2.0,1.0,False,335.91,False,-0.866025403784438,-0.5,-6.82000000000005,6.82000000000005,True,324.19,335.833333333333
89,89,89.0,2023-01-04 17:00:00,USA,USA,US,319.64,381.02,46.38,25.06,False,17.0,2.0,1.0,False,329.09,False,-0.965925826289068,-0.258819045102521,-9.44999999999999,9.44999999999999,True,319.44,328.213333333333
90,90,90.0,2023-01-04 18:00:00,USA,USA,US,314.97,375.65,47.17,25.83,False,18.0,2.0,1.0,False,319.64,False,-1.0,-1.83697019872103e-16,-4.66999999999996,4.66999999999996,True,320.63,321.233333333333
91,91,91.0,2023-01-04 19:00:00,USA,USA,US,311.63,372.04,47.57,26.22,False,19.0,2.0,1.0,False,314.97,False,-0.965925826289068,0.25881904510252,-3.34000000000003,3.34000000000003,True,323.62,315.413333333333
92,92,92.0,2023-01-04 20:00:00,USA,USA,US,309.08,369.41,47.8,26.28,False,20.0,2.0,1.0,False,311.63,False,-0.866025403784439,0.5,-2.55000000000001,2.55000000000001,True,326.08,311.893333333333
93,93,93.0,2023-01-04 21:00:00,USA,USA,US,310.57,371.54,47.25,25.83,False,21.0,2.0,1.0,False,309.08,False,-0.707106781186548,0.707106781186547,1.49000000000001,1.49000000000001,True,328.62,310.426666666667
94,94,94.0,2023-01-04 22:00:00,USA,USA,US,314.45,376.29,46.36,25.28,False,22.0,2.0,1.0,False,310.57,False,-0.5,0.866025403784438,3.88,3.88,True,330.7,311.366666666667
95,95,95.0,2023-01-04 23:00:00,USA,USA,US,337.67,402.69,42.32,21.54,False,23.0,2.0,1.0,False,314.45,False,-0.258819045102522,0.965925826289068,23.22,23.22,False,342.81,320.896666666667
96,96,96.0,2023-01-05 00:00:00,USA,USA,US,341.09,406.9,41.58,21.13,False,0.0,3.0,1.0,False,337.67,False,0.0,1.0,3.41999999999996,3.41999999999996,True,345.31,331.07
97,97,97.0,2023-01-05 01:00:00,USA,USA,US,337.37,402.57,42.22,21.6,False,1.0,3.0,1.0,False,341.09,False,0.258819045102521,0.965925826289068,-3.7199999999999696,3.7199999999999696,True,340.54,338.71
98,98,98.0,2023-01-05 02:00:00,USA,USA,US,333.53,398.04,42.91,21.84,False,2.0,3.0,1.0,False,337.37,False,0.5,0.866025403784439,-3.84000000000003,3.84000000000003,True,334.31,337.33
99,99,99.0,2023-01-05 03:00:00,USA,USA,US,329.05,392.61,43.78,21.85,False,3.0,3.0,1.0,False,333.53,False,0.707106781186548,0.707106781186548,-4.47999999999996,4.47999999999996,True,329.66,333.316666666667
100,100,100.0,2023-01-05 04:00:00,USA,USA,US,326.5,389.21,44.47,21.51,False,4.0,3.0,1.0,False,329.05,False,0.866025403784439,0.5,-2.55000000000001,2.55000000000001,True,325.4,329.693333333333
101,101,101.0,2023-01-05 05:00:00,USA,USA,US,323.32,385.08,45.3,21.31,False,5.0,3.0,1.0,False,326.5,False,0.965925826289068,0.258819045102521,-3.18000000000001,3.18000000000001,True,322.14,326.29
102,102,102.0,2023-01-05 06:00:00,USA,USA,US,320.56,381.8,45.82,21.05,False,6.0,3.0,1.0,False,323.32,False,1.0,6.12323399573677e-17,-2.75999999999999,2.75999999999999,True,322.43,323.46
103,103,103.0,2023-01-05 07:00:00,USA,USA,US,321.99,383.54,45.49,20.42,False,7.0,3.0,1.0,False,320.56,False,0.965925826289068,-0.258819045102521,1.43000000000001,1.43000000000001,True,320.36,321.956666666667
104,104,104.0,2023-01-05 08:00:00,USA,USA,US,323.74,385.64,45.08,19.85,False,8.0,3.0,1.0,False,321.99,False,0.866025403784439,-0.5,1.75,1.75,True,320.73,322.096666666667
105,105,105.0,2023-01-05 09:00:00,USA,USA,US,328.01,390.87,44.17,19.25,False,9.0,3.0,1.0,False,323.74,False,0.707106781186548,-0.707106781186548,4.26999999999998,4.26999999999998,True,323.68,324.58
106,106,106.0,2023-01-05 10:00:00,USA,USA,US,335.92,400.33,42.62,18.45,False,10.0,3.0,1.0,False,328.01,False,0.5,-0.866025403784439,7.91000000000003,7.91000000000003,True,330.96,329.223333333333
107,107,107.0,2023-01-05 11:00:00,USA,USA,US,342.84,409.0,41.13,18.47,False,11.0,3.0,1.0,False,335.92,False,0.258819045102521,-0.965925826289068,6.91999999999996,6.91999999999996,True,337.75,335.59
108,108,108.0,2023-01-05 12:00:00,USA,USA,US,347.82,415.69,39.74,18.58,False,12.0,3.0,1.0,False,342.84,False,1.22464679914735e-16,-1.0,4.98000000000002,4.98000000000002,True,345.13,342.193333333333
109,109,109.0,2023-01-05 13:00:00,USA,USA,US,349.79,418.22,39.29,18.89,False,13.0,3.0,1.0,False,347.82,False,-0.258819045102521,-0.965925826289068,1.97000000000003,1.97000000000003,True,348.99,346.816666666667
110,110,110.0,2023-01-05 14:00:00,USA,USA,US,344.11,411.7,40.41,20.21,False,14.0,3.0,1.0,False,349.79,False,-0.5,-0.866025403784439,-5.68000000000001,5.68000000000001,True,342.5,347.24
111,111,111.0,2023-01-05 15:00:00,USA,USA,US,340.59,407.48,41.27,21.08,False,15.0,3.0,1.0,False,344.11,False,-0.707106781186547,-0.707106781186548,-3.52000000000004,3.52000000000004,True,335.91,344.83
112,112,112.0,2023-01-05 16:00:00,USA,USA,US,344.55,411.48,40.96,20.59,False,16.0,3.0,1.0,False,340.59,False,-0.866025403784438,-0.5,3.96000000000004,3.96000000000004,True,329.09,343.083333333333
113,113,113.0,2023-01-05 17:00:00,USA,USA,US,344.66,411.3,41.11,20.68,False,17.0,3.0,1.0,False,344.55,False,-0.965925826289068,-0.258819045102521,0.110000000000014,0.110000000000014,True,319.64,343.266666666667
114,114,114.0,2023-01-05 18:00:00,USA,USA,US,343.67,410.11,41.31,21.02,False,18.0,3.0,1.0,False,344.66,False,-1.0,-1.83697019872103e-16,-0.990000000000009,0.990000000000009,True,314.97,344.293333333333
115,115,115.0,2023-01-05 19:00:00,USA,USA,US,343.6,409.67,41.63,21.29,False,19.0,3.0,1.0,False,343.67,False,-0.965925826289068,0.25881904510252,-0.0699999999999932,0.0699999999999932,True,311.63,343.976666666667
116,116,116.0,2023-01-05 20:00:00,USA,USA,US,345.92,412.34,41.2,20.82,False,20.0,3.0,1.0,False,343.6,False,-0.866025403784439,0.5,2.31999999999999,2.31999999999999,True,309.08,344.396666666667
117,117,117.0,2023-01-05 21:00:00,USA,USA,US,349.22,416.4,40.41,20.03,False,21.0,3.0,1.0,False,345.92,False,-0.707106781186548,0.707106781186547,3.30000000000001,3.30000000000001,True,310.57,346.246666666667
118,118,118.0,2023-01-05 22:00:00,USA,USA,US,355.44,424.02,38.99,19.08,False,22.0,3.0,1.0,False,349.22,False,-0.5,0.866025403784438,6.21999999999997,6.21999999999997,True,314.45,350.193333333333
119,119,119.0,2023-01-05 23:00:00,USA,USA,US,359.58,429.15,37.96,18.3,False,23.0,3.0,1.0,False,355.44,False,-0.258819045102522,0.965925826289068,4.13999999999999,4.13999999999999,True,337.67,354.746666666667
120,120,120.0,2023-01-06 00:00:00,USA,USA,US,356.65,425.35,38.7,19.03,False,0.0,4.0,1.0,False,359.58,False,0.0,1.0,-2.93000000000001,2.93000000000001,True,341.09,357.223333333333
121,121,121.0,2023-01-06 01:00:00,USA,USA,US,351.4,418.81,39.87,20.16,False,1.0,4.0,1.0,False,356.65,False,0.258819045102521,0.965925826289068,-5.25,5.25,True,337.37,355.876666666667
122,122,122.0,2023-01-06 02:00:00,USA,USA,US,348.03,414.02,41.03,20.96,False,2.0,4.0,1.0,False,351.4,False,0.5,0.866025403784439,-3.37,3.37,True,333.53,352.026666666667
123,123,123.0,2023-01-06 03:00:00,USA,USA,US,341.62,405.69,42.74,21.98,False,3.0,4.0,1.0,False,348.03,False,0.707106781186548,0.707106781186548,-6.40999999999997,6.40999999999997,True,329.05,347.016666666667
124,124,124.0,2023-01-06 04:00:00,USA,USA,US,337.71,400.32,43.97,22.33,False,4.0,4.0,1.0,False,341.62,False,0.866025403784439,0.5,-3.91000000000003,3.91000000000003,True,326.5,342.453333333333
125,125,125.0,2023-01-06 05:00:00,USA,USA,US,332.04,393.31,45.18,22.72,False,5.0,4.0,1.0,False,337.71,False,0.965925826289068,0.258819045102521,-5.66999999999996,5.66999999999996,True,323.32,337.123333333333
